"","KIT.ID.Number","Borough","Zipcode","Date.Collected","Received.Date","First.Draw.at.the.tap.Lead.level..mg.l.","First.Draw.at.the.tap.copper.level..mg.l.","source"
"649",16129399,"BAYSIDE",11360,"06/07/2016","06/09/2016",0,0.144,"free residential"
"650",16129547,"STATEN ISLAND",10312,"06/07/2016","06/09/2016",0,0.134,"free residential"
"651",16129664,"STATEN ISLAND",10301,"06/07/2016","06/09/2016",0.006,0.152,"free residential"
"652",16129237,"BROOKLYN",11215,"06/07/2016","06/09/2016",0.005,0.13,"free residential"
"653",16129287,"BROOKLYN",11228,"06/07/2016","06/09/2016",0.017,0.141,"free residential"
"654",16129667,"BAYSIDE",11361,"06/07/2016","06/09/2016",0,0.144,"free residential"
"655",16129726,"STATEN ISLAND",10309,"06/07/2016","06/13/2016",0,0.127,"free residential"
"656",16129797,"BROOKLYN",11218,"06/07/2016","06/09/2016",0.002,0.124,"free residential"
"657",16129724,"BROOKLYN",11212,"06/07/2016","06/10/2016",0,0.056,"free residential"
"658",16129561,"STATEN ISLAND",10309,"06/07/2016","06/09/2016",0.003,0.123,"free residential"
"659",16129565,"FAR ROCKAWAY",11691,"06/07/2016","06/09/2016",0,0.157,"free residential"
"660",16129641,"BROOKLYN",11231,"06/07/2016","06/09/2016",0.004,0.153,"free residential"
"661",16129751,"STATEN ISLAND",10312,"06/07/2016","06/09/2016",0,0.066,"free residential"
"662",16129572,"STATEN ISLAND",10314,"06/07/2016","06/09/2016",0,0.037,"free residential"
"663",16129800,"BROOKLYN",11229,"06/07/2016","06/09/2016",0.004,0.16,"free residential"
"664",16129286,"WOODSIDE",11377,"06/07/2016","06/13/2016",0.005,0.333,"free residential"
"665",16129266,"SOUTH RICHMOND HILL",11419,"06/08/2016","06/14/2016",0,0.097,"free residential"
"666",16129383,"STATEN ISLAND",10314,"06/08/2016","06/10/2016",0.001,0.118,"free residential"
"667",16129328,"MASPETH",11378,"06/08/2016","06/13/2016",0.011,0.093,"free residential"
"668",16129570,"STATEN ISLAND",10309,"06/08/2016","06/13/2016",0.001,0.097,"free residential"
"669",16129308,"MASPETH",11378,"06/08/2016","06/13/2016",0.007,0.094,"free residential"
"670",16129251,"STATEN ISLAND",10303,"06/08/2016","06/10/2016",0.004,0.123,"free residential"
"671",16129731,"STATEN ISLAND",10314,"06/08/2016","06/10/2016",0.038,0.185,"free residential"
"672",16129362,"STATEN ISLAND",10312,"06/08/2016","06/13/2016",0,0.12,"free residential"
"673",16129598,"NEW YORK",10018,"06/08/2016","06/09/2016",0.005,0.196,"free residential"
"674",16129708,"BROOKLYN",11216,"06/08/2016","06/10/2016",0.034,0.123,"free residential"
"675",16129806,"FLUSHING",11358,"06/08/2016","06/09/2016",0.003,0.238,"free residential"
"676",16129271,"BRONX",10457,"06/08/2016","06/09/2016",0.002,0.032,"free residential"
"677",16129467,"STATEN ISLAND",10308,"06/08/2016","06/13/2016",0.002,0.142,"free residential"
"678",16129488,"STATEN ISLAND",10306,"06/08/2016","06/13/2016",0,0.113,"free residential"
"679",16129663,"JACKSON HEIGHTS",11372,"06/08/2016","06/10/2016",0.008,0.154,"free residential"
"680",16129340,"FLUSHING",11354,"06/08/2016","06/09/2016",0.004,0.075,"free residential"
"681",16129472,"STATEN ISLAND",10310,"06/08/2016","06/13/2016",0.005,0.154,"free residential"
"682",16129267,"BROOKLYN",11212,"06/08/2016","06/10/2016",0.002,0.111,"free residential"
"683",16129425,"BROOKLYN",11215,"06/08/2016","06/13/2016",0.058,0.15,"free residential"
"684",16129550,"STATEN ISLAND",10312,"06/08/2016","06/14/2016",0.002,0.195,"free residential"
"685",16129265,"QUEENS",11435,"06/08/2016","06/09/2016",0.003,0.137,"free residential"
"686",16129634,"MIDDLE VILLAGE",11379,"06/08/2016","06/09/2016",0.004,0.066,"free residential"
"687",16129460,"BROOKLYN",11229,"06/08/2016","06/09/2016",0.01,0.107,"free residential"
"688",16129283,"FLUSHING",11354,"06/08/2016","06/09/2016",0.009,0.125,"free residential"
"689",16129445,"BROOKLYN",11234,"06/08/2016","06/14/2016",0.013,0.018,"free residential"
"690",16129312,"STATEN ISLAND",10312,"06/08/2016","06/10/2016",0.003,0.124,"free residential"
"691",16129518,"STATEN ISLAND",10309,"06/08/2016","06/09/2016",0.006,0.09,"free residential"
"692",16129382,"STATEN ISLAND",10314,"06/08/2016","06/10/2016",0,0.076,"free residential"
"693",16129820,"BRONX",10463,"06/08/2016","06/13/2016",0.005,0.139,"free residential"
"694",16129419,"STATEN ISLAND",10309,"06/08/2016","06/10/2016",0.002,0.186,"free residential"
"695",16129434,"BROOKLYN",11215,"06/08/2016","06/13/2016",0.005,0.165,"free residential"
"696",16129360,"STATEN ISLAND",10306,"06/08/2016","06/09/2016",0,0.101,"free residential"
"697",16129573,"STATEN ISLAND",10306,"06/08/2016","06/09/2016",0.002,0.236,"free residential"
"698",16129588,"STATEN ISLAND",10314,"06/08/2016","06/13/2016",0.146,0.203,"free residential"
"699",16129785,"STATEN ISLAND",10308,"06/08/2016","06/14/2016",0,0.155,"free residential"
"700",16129511,"BROOKLYN",11228,"06/08/2016","06/14/2016",0.002,0.056,"free residential"
"701",16129683,"BROOKLYN",11221,"06/08/2016","06/13/2016",0,0.194,"free residential"
"702",16129435,"STATEN ISLAND",10309,"06/09/2016","06/10/2016",0,0.102,"free residential"
"703",16129552,"STATEN ISLAND",10303,"06/09/2016","06/10/2016",0,0.09,"free residential"
"704",16129351,"STATEN ISLAND",10306,"06/09/2016","06/10/2016",0.002,0.129,"free residential"
"705",16129371,"STATEN ISLAND",10312,"06/09/2016","06/13/2016",0,0.13,"free residential"
"706",16129737,"STATEN ISLAND",10306,"06/09/2016","06/13/2016",0,0.129,"free residential"
"707",16129819,"BROOKLYN",11234,"06/09/2016","06/13/2016",0.003,0.129,"free residential"
"708",16129294,"BROOKLYN",11204,"06/09/2016","06/13/2016",0.005,0.134,"free residential"
"709",16129262,"SOUTH OZONE PARK",11420,"06/09/2016","06/13/2016",0,0.141,"free residential"
"710",16129317,"FLUSHING",11354,"06/09/2016","06/13/2016",0.002,0.119,"free residential"
"711",16129454,"WOODSIDE",11377,"06/09/2016","06/14/2016",0.004,0.104,"free residential"
"712",16129568,"STATEN ISLAND",10309,"06/09/2016","06/13/2016",0,0.128,"free residential"
"713",16129385,"STATEN ISLAND",10309,"06/09/2016","06/13/2016",0,0.081,"free residential"
"714",16129556,"STATEN ISLAND",10312,"06/09/2016","06/14/2016",0.002,0.117,"free residential"
"715",16129363,"STATEN ISLAND",10308,"06/09/2016","06/13/2016",0,0.114,"free residential"
"716",16129238,"BAYSIDE",11361,"06/09/2016","06/10/2016",0.001,0.074,"free residential"
"717",16129258,"KEW GARDENS",11415,"06/09/2016","06/13/2016",0.001,0.165,"free residential"
"718",16129497,"BROOKLYN",11210,"06/09/2016","06/13/2016",0.004,0.096,"free residential"
"719",16129334,"BROOKLYN",11223,"06/09/2016","06/13/2016",0.005,0.137,"free residential"
"720",16129690,"BROOKLYN",11226,"06/09/2016","06/13/2016",0.005,0.189,"free residential"
"721",16129463,"BROOKLYN",11217,"06/09/2016","06/13/2016",0,0.029,"free residential"
"722",16129246,"STATEN ISLAND",10314,"06/09/2016","06/13/2016",0,0.064,"free residential"
"723",16129247,"JAMAICA",11433,"06/09/2016","06/10/2016",0,0.163,"free residential"
"724",16129375,"STATEN ISLAND",10312,"06/09/2016","06/10/2016",0,0.104,"free residential"
"725",16129538,"STATEN ISLAND",10309,"06/09/2016","06/13/2016",0.002,0.126,"free residential"
"726",16129350,"STATEN ISLAND",10306,"06/09/2016","06/13/2016",0.002,0.092,"free residential"
"727",16129531,"STATEN ISLAND",10309,"06/09/2016","06/10/2016",0,0.102,"free residential"
"728",16129778,"STATEN ISLAND",10312,"06/09/2016","06/16/2016",0,0.14,"free residential"
"729",16129381,"STATEN ISLAND",10309,"06/09/2016","06/13/2016",0,0.16,"free residential"
"730",16129242,"BROOKLYN",11224,"06/09/2016","06/13/2016",0,0.073,"free residential"
"731",16129413,"HOWARD BEACH",11414,"06/09/2016","06/13/2016",0,0.143,"free residential"
"732",16129491,"BAYSIDE",11361,"06/09/2016","06/13/2016",0.002,0.401,"free residential"
"733",16129649,"BROOKLYN",11211,"06/09/2016","06/13/2016",0.005,0.096,"free residential"
"734",16129401,"STATEN ISLAND",10305,"06/09/2016","06/13/2016",0,0.142,"free residential"
"735",16129358,"STATEN ISLAND",10304,"06/10/2016","06/13/2016",0.002,0.157,"free residential"
"736",16129495,"BROOKLYN",11225,"06/10/2016","06/15/2016",0.051,0.216,"free residential"
"737",16129248,"KEW GARDENS",11415,"06/10/2016","06/13/2016",0,0.055,"free residential"
"738",16129583,"STATEN ISLAND",10309,"06/10/2016","06/16/2016",0,0.08,"free residential"
"739",16129292,"BRONX",10464,"06/10/2016","06/13/2016",0.006,0.167,"free residential"
"740",16129254,"BRONX",10457,"06/10/2016","06/13/2016",0,0.037,"free residential"
"741",16129776,"STATEN ISLAND",10312,"06/10/2016","06/13/2016",0.044,0.113,"free residential"
"742",16129787,"STATEN ISLAND",10308,"06/10/2016","06/13/2016",0,0.106,"free residential"
"743",16129813,"BROOKLYN",11234,"06/10/2016","06/13/2016",0.004,0.153,"free residential"
"744",16129392,"STATEN ISLAND",10314,"06/10/2016","06/13/2016",0,0.058,"free residential"
"745",16129559,"STATEN ISLAND",10312,"06/10/2016","06/13/2016",0,0.129,"free residential"
"746",16129417,"STATEN ISLAND",10308,"06/10/2016","06/13/2016",0,0.081,"free residential"
"747",16129379,"STATEN ISLAND",10306,"06/10/2016","06/13/2016",0.002,0.112,"free residential"
"748",16129811,"STATEN ISLAND",10312,"06/10/2016","06/13/2016",0,0.132,"free residential"
"749",16129355,"STATEN ISLAND",10309,"06/10/2016","06/13/2016",0,0.102,"free residential"
"750",16129374,"STATEN ISLAND",10309,"06/10/2016","06/13/2016",0,0.097,"free residential"
"751",16129416,"STATEN ISLAND",10309,"06/10/2016","06/13/2016",0,0.04,"free residential"
"752",16129635,"OZONE PARK",11417,"06/10/2016","06/13/2016",0.003,0.135,"free residential"
"753",16129801,"FOREST HILLS",11375,"06/10/2016","06/13/2016",0.005,0.134,"free residential"
"754",16129804,"BROOKLYN",11217,"06/10/2016","06/15/2016",0.001,0.167,"free residential"
"755",16129586,"STATEN ISLAND",10312,"06/10/2016","06/13/2016",0,0.073,"free residential"
"756",16129772,"STATEN ISLAND",10309,"06/10/2016","06/13/2016",0,0.061,"free residential"
"757",16129343,"BROOKLYN",11224,"06/10/2016","06/13/2016",0,0.041,"free residential"
"758",16129496,"BROOKLYN",11220,"06/10/2016","06/13/2016",0,0.145,"free residential"
"759",16129458,"STATEN ISLAND",10305,"06/10/2016","06/14/2016",0.019,0.106,"free residential"
"760",16129252,"SAINT ALBANS",11412,"06/11/2016","06/13/2016",0,0.074,"free residential"
"761",16129356,"STATEN ISLAND",10312,"06/11/2016","06/13/2016",0,0.143,"free residential"
"762",16129815,"BROOKLYN",11236,"06/11/2016","06/13/2016",0,0.151,"free residential"
"763",16129507,"BROOKLYN",11228,"06/11/2016","06/16/2016",0.012,0.108,"free residential"
"764",16129448,"FLUSHING",11358,"06/11/2016","06/13/2016",0.004,0.149,"free residential"
"765",16129766,"BROOKLYN",11224,"06/11/2016","06/13/2016",0,0.151,"free residential"
"766",16129694,"BROOKLYN",11205,"06/11/2016","06/13/2016",0.006,0.121,"free residential"
"767",16129348,"STATEN ISLAND",10309,"06/11/2016","06/13/2016",0,0.093,"free residential"
"768",16129748,"STATEN ISLAND",10314,"06/11/2016","06/14/2016",0,0.136,"free residential"
"769",16129447,"STATEN ISLAND",10308,"06/11/2016","06/14/2016",0,0.149,"free residential"
"770",16129680,"WOODSIDE",11377,"06/11/2016","06/14/2016",0.002,0.116,"free residential"
"771",16129695,"MIDDLE VILLAGE",11379,"06/11/2016","06/15/2016",0.011,0.186,"free residential"
"772",16129739,"BAYSIDE",11361,"06/11/2016","06/17/2016",0.004,0.182,"free residential"
"773",16129727,"STATEN ISLAND",10314,"06/11/2016","06/14/2016",0.001,0.107,"free residential"
"774",16129812,"STATEN ISLAND",10309,"06/11/2016","06/14/2016",0.018,0.386,"free residential"
"775",16129316,"FLUSHING",11358,"06/11/2016","06/13/2016",0.003,0.091,"free residential"
"776",16129344,"WHITESTONE",11357,"06/11/2016","06/15/2016",0.014,0.158,"free residential"
"777",16129608,"BROOKLYN",11229,"06/12/2016","06/15/2016",0.002,0.111,"free residential"
"778",16129808,"BRONX",10471,"06/12/2016","06/17/2016",0.002,0.116,"free residential"
"779",16129502,"JAMAICA",11432,"06/12/2016","06/16/2016",0.002,0.121,"free residential"
"780",16129774,"STATEN ISLAND",10306,"06/12/2016","06/14/2016",0,0.06,"free residential"
"781",16129510,"BROOKLYN",11214,"06/12/2016","06/16/2016",0.002,0.141,"free residential"
"782",16129693,"KEW GARDENS",11415,"06/12/2016","06/20/2016",0.003,0.109,"free residential"
"783",16129329,"RIDGEWOOD",11385,"06/12/2016","06/15/2016",0.006,0.103,"free residential"
"784",16129790,"BRONX",10471,"06/12/2016","06/16/2016",0,0.111,"free residential"
"785",16129660,"ELMHURST",11373,"06/12/2016","06/13/2016",0.012,0.165,"free residential"
"786",16129407,"STATEN ISLAND",10312,"06/12/2016","06/14/2016",0.019,0.12,"free residential"
"787",16129361,"STATEN ISLAND",10306,"06/12/2016","06/15/2016",0,0.131,"free residential"
"788",16129762,"SPRINGFIELD GARDENS",11413,"06/12/2016","06/16/2016",0,0.073,"free residential"
"789",16129327,"FLUSHING",11358,"06/12/2016","06/17/2016",0.004,0.198,"free residential"
"790",16129564,"BROOKLYN",11224,"06/12/2016","06/15/2016",0,0.231,"free residential"
"791",16129325,"RIDGEWOOD",11385,"06/12/2016","06/15/2016",0.011,0.172,"free residential"
"792",16129452,"BRONX",10464,"06/13/2016","06/16/2016",0.006,0.314,"free residential"
"793",16129404,"STATEN ISLAND",10303,"06/13/2016","06/20/2016",0.016,0.339,"free residential"
"794",16129319,"FLUSHING",11354,"06/13/2016","06/16/2016",0.003,0.157,"free residential"
"795",16129337,"BROOKLYN",11234,"06/13/2016","06/15/2016",0.007,0.128,"free residential"
"796",16129395,"MIDDLE VILLAGE",11379,"06/13/2016","06/15/2016",0.009,0.195,"free residential"
"797",16129250,"JAMAICA",11433,"06/13/2016","06/14/2016",0,0.109,"free residential"
"798",16129710,"REGO PARK",11374,"06/13/2016","06/17/2016",0.007,0.125,"free residential"
"799",16129464,"STATEN ISLAND",10310,"06/13/2016","06/14/2016",0.001,0.142,"free residential"
"800",16129700,"BAYSIDE",11361,"06/13/2016","06/15/2016",0.006,0.107,"free residential"
"801",16129640,"BROOKLYN",11217,"06/13/2016","06/16/2016",0.018,0.189,"free residential"
"802",16129410,"STATEN ISLAND",10306,"06/13/2016","06/15/2016",0,0.135,"free residential"
"803",16129318,"FLUSHING",11358,"06/13/2016","06/15/2016",0.001,0.139,"free residential"
"804",16129539,"STATEN ISLAND",10309,"06/13/2016","06/16/2016",0,0.14,"free residential"
"805",16129610,"WOODSIDE",11377,"06/14/2016","06/23/2016",0.005,0.214,"free residential"
"806",16129521,"STATEN ISLAND",10309,"06/14/2016","06/15/2016",0,0.085,"free residential"
"807",16129442,"OZONE PARK",11417,"06/14/2016","06/15/2016",0.002,0.152,"free residential"
"808",16129480,"SAINT ALBANS",11412,"06/14/2016","06/17/2016",0.001,0.196,"free residential"
"809",16129469,"BRONX",10463,"06/14/2016","06/23/2016",0,0.085,"free residential"
"810",16129477,"FLUSHING",11358,"06/14/2016","06/20/2016",0.005,0.116,"free residential"
"811",16129595,"STATEN ISLAND",10312,"06/14/2016","06/16/2016",0,0.044,"free residential"
"812",16129676,"OAKLAND GARDENS",11364,"06/14/2016","06/16/2016",0.003,0.117,"free residential"
"813",16129315,"JAMAICA",11432,"06/14/2016","06/15/2016",0.003,0.037,"free residential"
"814",16129703,"BROOKLYN",11219,"06/14/2016","06/20/2016",0.004,0.199,"free residential"
"815",16129309,"FLUSHING",11358,"06/14/2016","06/17/2016",0.008,0.129,"free residential"
"816",16129810,"BROOKLYN",11218,"06/14/2016","06/15/2016",0.009,0.067,"free residential"
"817",16129391,"STATEN ISLAND",10304,"06/14/2016","06/15/2016",0,0.073,"free residential"
"818",16129599,"FRESH MEADOWS",11365,"06/14/2016","06/16/2016",0.002,0.152,"free residential"
"819",16129775,"STATEN ISLAND",10309,"06/14/2016","06/16/2016",0,0.067,"free residential"
"820",16129369,"STATEN ISLAND",10314,"06/14/2016","06/16/2016",0,0.138,"free residential"
"821",16129422,"STATEN ISLAND",10310,"06/14/2016","06/16/2016",0.002,0.205,"free residential"
"822",16129818,"BRONX",10462,"06/15/2016","06/23/2016",0.003,0.109,"free residential"
"823",16129394,"STATEN ISLAND",10309,"06/15/2016","06/17/2016",0,0.137,"free residential"
"824",16129711,"STATEN ISLAND",10301,"06/15/2016","06/20/2016",0.005,0.121,"free residential"
"825",16129696,"BROOKLYN",11232,"06/15/2016","06/23/2016",0.002,0.051,"free residential"
"826",16129297,"FOREST HILLS",11375,"06/15/2016","06/24/2016",0,0.102,"free residential"
"827",16129763,"FAR ROCKAWAY",11691,"06/15/2016","06/17/2016",0,0.137,"free residential"
"828",16129593,"JAMAICA",11434,"06/15/2016","06/17/2016",0.002,0.152,"free residential"
"829",16129323,"LITTLE NECK",11362,"06/15/2016","06/17/2016",0.006,0.169,"free residential"
"830",16129503,"STATEN ISLAND",10306,"06/15/2016","06/17/2016",0.016,0.133,"free residential"
"831",16129548,"STATEN ISLAND",10306,"06/15/2016","06/17/2016",0,0.162,"free residential"
"832",16129272,"BRONX",10470,"06/15/2016","06/17/2016",0.002,0.074,"free residential"
"833",16129537,"RIDGEWOOD",11385,"06/16/2016","06/20/2016",0.007,0.019,"free residential"
"834",16129816,"BROOKLYN",11209,"06/16/2016","06/17/2016",0,0.044,"free residential"
"835",16129346,"STATEN ISLAND",10306,"06/16/2016","06/20/2016",0,0.117,"free residential"
"836",16129718,"STATEN ISLAND",10312,"06/16/2016","06/17/2016",0,0.142,"free residential"
"837",16129499,"LONG ISLAND CITY",11101,"06/16/2016","06/23/2016",0.003,0.128,"free residential"
"838",16129567,"STATEN ISLAND",10309,"06/16/2016","06/20/2016",0.002,0.024,"free residential"
"839",16129789,"STATEN ISLAND",10304,"06/16/2016","06/17/2016",0,0.067,"free residential"
"840",16129414,"STATEN ISLAND",10305,"06/16/2016","06/20/2016",0,0.111,"free residential"
"841",16129436,"FAR ROCKAWAY",11691,"06/16/2016","06/20/2016",0.002,0.193,"free residential"
"842",16129378,"STATEN ISLAND",10314,"06/16/2016","06/17/2016",0.002,0.13,"free residential"
"843",16129589,"STATEN ISLAND",10305,"06/16/2016","06/20/2016",0.003,0.282,"free residential"
"844",16129486,"BROOKLYN",11225,"06/16/2016","06/20/2016",0.011,0.048,"free residential"
"845",16129758,"STATEN ISLAND",10308,"06/17/2016","06/23/2016",0,0.14,"free residential"
"846",16129749,"STATEN ISLAND",10306,"06/17/2016","06/22/2016",0.017,0.2,"free residential"
"847",16129468,"BRONX",10463,"06/17/2016","06/20/2016",0.013,0.068,"free residential"
"848",16129451,"RIDGEWOOD",11385,"06/17/2016","06/20/2016",0.015,0.139,"free residential"
"849",16129475,"BROOKLYN",11208,"06/17/2016","06/20/2016",0.002,0.13,"free residential"
"850",16129492,"QUEENS VILLAGE",11427,"06/17/2016","06/20/2016",0.004,0.11,"free residential"
"851",16129750,"BROOKLYN",11234,"06/17/2016","06/27/2016",0,0.03,"free residential"
"852",16129655,"BROOKLYN",11228,"06/17/2016","06/20/2016",0,0.138,"free residential"
"853",16129621,"ASTORIA",11103,"06/17/2016","06/20/2016",0.003,0.126,"free residential"
"854",16129268,"BROOKLYN",11213,"06/17/2016","06/20/2016",0,0.059,"free residential"
"855",16129429,"BROOKLYN",11228,"06/18/2016","06/21/2016",0,0.015,"free residential"
"856",16129498,"LONG ISLAND CITY",11101,"06/18/2016","06/21/2016",0.015,0.124,"free residential"
"857",16129453,"WOODSIDE",11377,"06/18/2016","06/20/2016",0.004,0.079,"free residential"
"858",16129522,"STATEN ISLAND",10309,"06/18/2016","06/20/2016",0,0.147,"free residential"
"859",16129713,"BROOKLYN",11208,"06/19/2016","06/24/2016",0.002,0.176,"free residential"
"860",16129551,"STATEN ISLAND",10306,"06/19/2016","06/24/2016",0,0.177,"free residential"
"861",16129450,"FLUSHING",11358,"06/19/2016","06/24/2016",0.004,0.124,"free residential"
"862",16129365,"STATEN ISLAND",10306,"06/20/2016","06/21/2016",0,0.132,"free residential"
"863",16129275,"BROOKLYN",11234,"06/20/2016","06/21/2016",0,0.163,"free residential"
"864",16129326,"STATEN ISLAND",10304,"06/20/2016","06/24/2016",0.007,0.102,"free residential"
"865",16129282,"NEW YORK",10013,"06/20/2016","06/24/2016",0.055,2.037,"free residential"
"866",16129752,"BROOKLYN",11224,"06/20/2016","06/23/2016",0.004,0.163,"free residential"
"867",16129771,"STATEN ISLAND",10306,"06/20/2016","06/24/2016",0.008,0.117,"free residential"
"868",16129759,"STATEN ISLAND",10314,"06/20/2016","06/22/2016",4.726,0.363,"free residential"
"869",16129544,"STATEN ISLAND",10309,"06/20/2016","06/23/2016",0.002,0.138,"free residential"
"870",16129314,"FLUSHING",11354,"06/21/2016","06/23/2016",0.001,0.16,"free residential"
"871",16129341,"BROOKLYN",11212,"06/21/2016","06/28/2016",0,0.072,"free residential"
"872",16129603,"STATEN ISLAND",10314,"06/21/2016","06/22/2016",0.002,0.154,"free residential"
"873",16129313,"FLUSHING",11358,"06/21/2016","06/24/2016",0.066,0.115,"free residential"
"874",16129333,"BROOKLYN",11207,"06/21/2016","06/22/2016",0.001,0.108,"free residential"
"875",16129569,"STATEN ISLAND",10309,"06/21/2016","06/23/2016",0,0.077,"free residential"
"876",16129587,"STATEN ISLAND",10304,"06/21/2016","06/23/2016",0,0.097,"free residential"
"877",16129607,"BELLEROSE",11426,"06/21/2016","06/27/2016",0.004,0.079,"free residential"
"878",16129792,"STATEN ISLAND",10312,"06/22/2016","06/23/2016",0,0.112,"free residential"
"879",16129671,"BROOKLYN",11211,"06/22/2016","06/27/2016",0.004,0.099,"free residential"
"880",16129725,"STATEN ISLAND",10314,"06/22/2016","06/28/2016",0,0.072,"free residential"
"881",16129646,"BROOKLYN",11226,"06/23/2016","06/27/2016",0.002,0.148,"free residential"
"882",16129284,"BROOKLYN",11205,"06/23/2016","06/27/2016",0.003,0.211,"free residential"
"883",16129424,"RICHMOND HILL",11418,"06/23/2016","06/28/2016",0,0.117,"free residential"
"884",16129600,"BROOKLYN",11213,"06/23/2016","06/27/2016",0.003,0.09,"free residential"
"885",16129604,"STATEN ISLAND",10309,"06/23/2016","06/24/2016",0.009,0.099,"free residential"
"886",16129440,"FOREST HILLS",11375,"06/24/2016","06/30/2016",0.011,0.065,"free residential"
"887",16129427,"BAYSIDE",11361,"06/24/2016","06/24/2016",0.003,0.109,"free residential"
"888",16129411,"BROOKLYN",11223,"06/24/2016","06/27/2016",0.004,0.049,"free residential"
"889",16129478,"FLUSHING",11354,"06/24/2016","06/27/2016",0.005,0.131,"free residential"
"890",16129516,"STATEN ISLAND",10308,"06/24/2016","06/27/2016",0,0.103,"free residential"
"891",16129584,"STATEN ISLAND",10309,"06/25/2016","06/27/2016",0,0.107,"free residential"
"892",16129805,"BROOKLYN",11238,"06/25/2016","06/29/2016",0.003,0.181,"free residential"
"893",16129269,"STATEN ISLAND",10301,"06/26/2016","06/29/2016",0.008,0.159,"free residential"
"894",16129575,"STATEN ISLAND",10314,"06/27/2016","07/07/2016",0,0.088,"free residential"
"895",16129298,"FOREST HILLS",11375,"06/28/2016","07/01/2016",0.006,0.081,"free residential"
"896",16129553,"STATEN ISLAND",10309,"06/28/2016","07/01/2016",0.002,0.129,"free residential"
"897",16129335,"RIDGEWOOD",11385,"06/28/2016","06/30/2016",0.008,0.069,"free residential"
"898",16129597,"BROOKLYN",11206,"06/28/2016","07/01/2016",0.006,0.225,"free residential"
"899",16129614,"FOREST HILLS",11375,"06/28/2016","07/01/2016",0.008,0.119,"free residential"
"900",16129616,"BROOKLYN",11230,"06/28/2016","07/01/2016",0.013,0.15,"free residential"
"901",16129409,"BROOKLYN",11212,"06/28/2016","07/01/2016",0,0.099,"free residential"
"902",16129735,"FAR ROCKAWAY",11691,"06/29/2016","07/05/2016",0,0.115,"free residential"
"903",16129398,"BROOKLYN",11218,"06/29/2016","07/05/2016",0.013,0.099,"free residential"
"904",16129320,"BELLEROSE",11426,"06/29/2016","06/30/2016",0.006,0.129,"free residential"
"905",16129372,"STATEN ISLAND",10314,"06/30/2016","07/05/2016",0.04,0.114,"free residential"
"906",16129601,"FAR ROCKAWAY",11694,"06/30/2016","07/05/2016",0.002,0.14,"free residential"
"907",16129753,"STATEN ISLAND",10314,"06/30/2016","07/05/2016",0,0.129,"free residential"
"908",16129443,"RIDGEWOOD",11385,"06/30/2016","07/05/2016",0.003,0.149,"free residential"
"909",16129566,"SPRINGFIELD GARDENS",11413,"06/30/2016","07/01/2016",0,0.114,"free residential"
"910",16129740,"OAKLAND GARDENS",11364,"06/30/2016","07/05/2016",0,0.219,"free residential"
"911",16129684,"BROOKLYN",11230,"06/30/2016","07/11/2016",0.005,0.141,"free residential"
"912",16129630,"SUNNYSIDE",11104,"06/30/2016","07/06/2016",0.005,0.082,"free residential"
"913",16129462,"STATEN ISLAND",10308,"07/01/2016","07/05/2016",0.003,0.105,"free residential"
"914",16129636,"COLLEGE POINT",11356,"07/01/2016","07/06/2016",0.001,0.049,"free residential"
"915",16129622,"SAINT ALBANS",11412,"07/01/2016","07/05/2016",0.002,0.129,"free residential"
"916",16129423,"SAINT ALBANS",11412,"07/01/2016","07/05/2016",0.003,0.089,"free residential"
"917",16129626,"FOREST HILLS",11375,"07/01/2016","07/06/2016",0.006,0.122,"free residential"
"918",16129386,"STATEN ISLAND",10314,"07/01/2016","07/01/2016",0.001,0.246,"free residential"
"919",16129278,"BROOKLYN",11201,"07/01/2016","07/05/2016",0.001,0.027,"free residential"
"920",16129648,"BROOKLYN",11215,"07/01/2016","07/05/2016",0.002,0.169,"free residential"
"921",16129579,"STATEN ISLAND",10314,"07/01/2016","07/05/2016",0,0.089,"free residential"
"922",16129736,"MASPETH",11378,"07/01/2016","07/05/2016",0.002,0.27,"free residential"
"923",16129449,"FOREST HILLS",11375,"07/01/2016","07/05/2016",0.017,0.072,"free residential"
"924",16129577,"STATEN ISLAND",10306,"07/01/2016","07/07/2016",0.15,0.135,"free residential"
"925",16129517,"STATEN ISLAND",10306,"07/02/2016","07/07/2016",0.011,0.217,"free residential"
"926",16129534,"STATEN ISLAND",10305,"07/02/2016","07/07/2016",0,0.115,"free residential"
"927",16129535,"STATEN ISLAND",10309,"07/02/2016","07/05/2016",0,0.045,"free residential"
"928",16129520,"STATEN ISLAND",10309,"07/02/2016","07/05/2016",0,0.072,"free residential"
"929",16129455,"STATEN ISLAND",10304,"07/02/2016","07/07/2016",0.007,0.151,"free residential"
"930",16129370,"STATEN ISLAND",10312,"07/03/2016","07/14/2016",0,0.103,"free residential"
"931",16129638,"BAYSIDE",11361,"07/03/2016","07/06/2016",0.004,0.105,"free residential"
"932",16129707,"BROOKLYN",11217,"07/04/2016","07/07/2016",0.008,0.168,"free residential"
"933",16129456,"BROOKLYN",11229,"07/04/2016","07/07/2016",0.01,0.1,"free residential"
"934",16129377,"STATEN ISLAND",10304,"07/05/2016","07/07/2016",0.023,0.151,"free residential"
"935",16129606,"BROOKLYN",11226,"07/05/2016","07/07/2016",0.008,0.177,"free residential"
"936",16129704,"BROOKLYN",11216,"07/05/2016","07/13/2016",0.003,0.145,"free residential"
