"","KIT.ID.Number","Borough","Zipcode","Date.Collected","Received.Date","First.Draw.at.the.tap.Lead.level..mg.l.","First.Draw.at.the.tap.copper.level..mg.l.","source"
"1889",18149852,"STATEN ISLAND",10306,"06/06/2018","06/12/2018",0.277,0.16,"free residential"
"1890",18149426,"STATEN ISLAND",10304,"06/10/2018","06/12/2018",0.048,0.184,"free residential"
"1891",18149585,"STATEN ISLAND",10304,"06/08/2018","06/12/2018",0,0.054,"free residential"
"1892",18149861,"STATEN ISLAND",10305,"06/08/2018","06/12/2018",0,0.114,"free residential"
"1893",18149857,"STATEN ISLAND",10309,"06/11/2018","06/12/2018",0.051,0.124,"free residential"
"1894",18149374,"QUEENS",11414,"06/10/2018","06/12/2018",0,0.157,"free residential"
"1895",18149814,"STATEN ISLAND",10314,"06/11/2018","06/12/2018",0.001,0.109,"free residential"
"1896",18149476,"BROOKLYN",11231,"06/08/2018","06/12/2018",0.002,0.108,"free residential"
"1897",18149458,"STATEN ISLAND",10312,"06/09/2018","06/12/2018",0.001,0.131,"free residential"
"1898",18149462,"STATEN ISLAND",10312,"06/09/2018","06/12/2018",0,0.104,"free residential"
"1899",18149679,"STATEN ISLAND",10305,"06/08/2018","06/12/2018",0,0.127,"free residential"
"1900",18149357,"STATEN ISLAND",10308,"06/09/2018","06/12/2018",0.001,0.157,"free residential"
"1901",18149763,"STATEN ISLAND",10312,"06/09/2018","06/12/2018",0,0.081,"free residential"
"1902",18149518,"STATEN ISLAND",10306,"06/11/2018","06/12/2018",0.005,0.109,"free residential"
"1903",18149715,"BROOKLYN",11212,"06/09/2018","06/12/2018",0,0.067,"free residential"
"1904",18149393,"QUEENS",11358,"06/07/2018","06/12/2018",0.006,0.152,"free residential"
"1905",18149623,"BRONX",10461,"06/09/2018","06/12/2018",0.004,0.112,"free residential"
"1906",18149794,"QUEENS",11385,"06/09/2018","06/12/2018",0.003,0.043,"free residential"
"1907",18149371,"STATEN ISLAND",10314,"06/08/2018","06/12/2018",0,0.137,"free residential"
"1908",18149432,"QUEENS",11379,"06/08/2018","06/11/2018",0.053,0.074,"free residential"
"1909",18149480,"STATEN ISLAND",10312,"06/07/2018","06/11/2018",0.004,0.178,"free residential"
"1910",18149387,"QUEENS",11385,"06/08/2018","06/11/2018",0.005,0.096,"free residential"
"1911",18149608,"BROOKLYN",11233,"06/08/2018","06/11/2018",0.011,0.141,"free residential"
"1912",18149401,"QUEENS",11378,"06/08/2018","06/11/2018",0.002,0.155,"free residential"
"1913",18149841,"STATEN ISLAND",10310,"06/07/2018","06/11/2018",0.004,0.127,"free residential"
"1914",18149875,"QUEENS",11375,"06/06/2018","06/11/2018",0.006,0.152,"free residential"
"1915",18149660,"STATEN ISLAND",10306,"06/07/2018","06/11/2018",0,0.168,"free residential"
"1916",18149712,"BROOKLYN",11229,"06/07/2018","06/11/2018",0.008,0.115,"free residential"
"1917",18149835,"QUEENS",11379,"06/05/2018","06/11/2018",0.012,0.117,"free residential"
"1918",18149881,"STATEN ISLAND",10312,"06/08/2018","06/11/2018",0,0.06,"free residential"
"1919",18149720,"STATEN ISLAND",10314,"06/06/2018","06/11/2018",0,0.097,"free residential"
"1920",18149452,"STATEN ISLAND",10312,"06/07/2018","06/11/2018",0.001,0.102,"free residential"
"1921",18149433,"STATEN ISLAND",10309,"06/08/2018","06/11/2018",0,0.15,"free residential"
"1922",18149580,"QUEENS",11691,"06/08/2018","06/11/2018",0,0.163,"free residential"
"1923",18149354,"MANHATTAN",10010,"06/08/2018","06/11/2018",0,0.16,"free residential"
"1924",18149815,"STATEN ISLAND",10312,"06/07/2018","06/11/2018",0.002,0.193,"free residential"
"1925",18149541,"STATEN ISLAND",10309,"06/07/2018","06/11/2018",0,0.18,"free residential"
"1926",18149420,"STATEN ISLAND",10307,"06/08/2018","06/11/2018",0.008,0.059,"free residential"
"1927",18149728,"BROOKLYN",11234,"06/08/2018","06/11/2018",0.012,0.148,"free residential"
"1928",18149597,"STATEN ISLAND",10306,"06/07/2018","06/11/2018",0,0.129,"free residential"
"1929",18149594,"BROOKLYN",11228,"06/08/2018","06/11/2018",0.004,0.235,"free residential"
"1930",18149384,"BROOKLYN",11212,"06/08/2018","06/11/2018",0.002,0.078,"free residential"
"1931",18149356,"STATEN ISLAND",10306,"06/07/2018","06/11/2018",0,0.11,"free residential"
"1932",18149872,"STATEN ISLAND",10306,"06/07/2018","06/11/2018",0,0.131,"free residential"
"1933",18149656,"QUEENS",11375,"06/08/2018","06/11/2018",0.005,0.13,"free residential"
"1934",18149645,"STATEN ISLAND",10314,"06/06/2018","06/11/2018",0,0.027,"free residential"
"1935",18149866,"STATEN ISLAND",10312,"06/08/2018","06/11/2018",0.003,0.125,"free residential"
"1936",18149592,"MANHATTAN",10018,"06/09/2018","06/11/2018",0.005,0.192,"free residential"
"1937",18149485,"BROOKLYN",11229,"06/06/2018","06/11/2018",0.005,0.205,"free residential"
"1938",18149616,"QUEENS",11358,"06/06/2018","06/11/2018",0.002,0.147,"free residential"
"1939",18149598,"STATEN ISLAND",10314,"06/07/2018","06/11/2018",0.001,0.112,"free residential"
"1940",18149671,"BRONX",10470,"06/08/2018","06/11/2018",0.003,0.085,"free residential"
"1941",18149753,"STATEN ISLAND",10306,"06/08/2018","06/11/2018",0,0.063,"free residential"
"1942",18149523,"STATEN ISLAND",10306,"06/07/2018","06/11/2018",0,0.13,"free residential"
"1943",18149653,"STATEN ISLAND",10312,"06/06/2018","06/11/2018",0.002,0.171,"free residential"
"1944",18149612,"STATEN ISLAND",10312,"06/07/2018","06/11/2018",0.003,0.16,"free residential"
"1945",18149667,"STATEN ISLAND",10309,"06/08/2018","06/11/2018",0,0.082,"free residential"
"1946",18149355,"QUEENS",11361,"06/07/2018","06/11/2018",0,0.173,"free residential"
"1947",18149806,"STATEN ISLAND",10309,"06/07/2018","06/11/2018",0,0.107,"free residential"
"1948",18149784,"STATEN ISLAND",10306,"06/06/2018","06/11/2018",0.002,0.161,"free residential"
"1949",18149492,"BROOKLYN",11220,"06/07/2018","06/11/2018",0.006,0.088,"free residential"
"1950",18149647,"STATEN ISLAND",10309,"06/08/2018","06/11/2018",0.001,0.18,"free residential"
"1951",18149549,"QUEENS",11374,"06/08/2018","06/11/2018",0.004,0.096,"free residential"
"1952",18149446,"STATEN ISLAND",10310,"06/07/2018","06/11/2018",0.004,0.166,"free residential"
"1953",18149844,"BROOKLYN",11224,"06/07/2018","06/11/2018",0.003,0.18,"free residential"
"1954",18149756,"STATEN ISLAND",10307,"06/07/2018","06/11/2018",0,0.081,"free residential"
"1955",18149840,"QUEENS",11691,"06/08/2018","06/11/2018",0,0.097,"free residential"
"1956",18149428,"STATEN ISLAND",10305,"06/08/2018","06/11/2018",0,0.053,"free residential"
"1957",18149353,"BROOKLYN",11215,"06/07/2018","06/11/2018",0.006,0.135,"free residential"
"1958",18149734,"STATEN ISLAND",10309,"06/09/2018","06/11/2018",0,0.142,"free residential"
"1959",18149408,"BROOKLYN",11223,"06/08/2018","06/11/2018",0.014,0.109,"free residential"
"1960",18149669,"QUEENS",11432,"06/08/2018","06/11/2018",0.004,0.239,"free residential"
"1961",18149665,"STATEN ISLAND",10301,"06/06/2018","06/11/2018",0.011,0.142,"free residential"
"1962",18149561,"STATEN ISLAND",10314,"06/08/2018","06/11/2018",0,0.111,"free residential"
"1963",18149781,"BROOKLYN",11228,"06/06/2018","06/11/2018",0.001,0.059,"free residential"
"1964",18149526,"QUEENS",11420,"06/08/2018","06/11/2018",0.002,0.112,"free residential"
"1965",18149558,"STATEN ISLAND",10309,"06/08/2018","06/11/2018",0,0.131,"free residential"
"1966",18149596,"STATEN ISLAND",10312,"06/08/2018","06/11/2018",0.001,0.085,"free residential"
"1967",18149519,"BROOKLYN",11224,"06/08/2018","06/11/2018",0,0.096,"free residential"
"1968",18149447,"QUEENS",11693,"06/06/2018","06/08/2018",0,0.191,"free residential"
"1969",18149698,"QUEENS",11354,"06/07/2018","06/08/2018",0.022,0.072,"free residential"
"1970",18149773,"QUEENS",11375,"06/07/2018","06/08/2018",0.002,0.148,"free residential"
"1971",18149863,"BROOKLYN",11212,"06/05/2018","06/08/2018",0,0.139,"free residential"
"1972",18149450,"QUEENS",11363,"06/06/2018","06/08/2018",0.013,0.077,"free residential"
"1973",18149559,"STATEN ISLAND",10312,"06/07/2018","06/08/2018",0,0.087,"free residential"
"1974",18149364,"QUEENS",11433,"06/07/2018","06/08/2018",0,0.13,"free residential"
"1975",18149389,"QUEENS",11432,"06/06/2018","06/08/2018",0.005,0.151,"free residential"
"1976",18149869,"STATEN ISLAND",10308,"06/06/2018","06/08/2018",0,0.167,"free residential"
"1977",18149405,"BROOKLYN",11224,"06/06/2018","06/08/2018",0.001,0.109,"free residential"
"1978",18149707,"QUEENS",11357,"06/07/2018","06/08/2018",0.005,0.131,"free residential"
"1979",18149706,"QUEENS",11373,"06/06/2018","06/08/2018",0.047,0.269,"free residential"
"1980",18149388,"QUEENS",11373,"06/06/2018","06/08/2018",0.005,0.148,"free residential"
"1981",18149544,"STATEN ISLAND",10308,"06/06/2018","06/08/2018",0,0.108,"free residential"
"1982",18149789,"STATEN ISLAND",10314,"06/07/2018","06/08/2018",0,0.12,"free residential"
"1983",18149463,"STATEN ISLAND",10309,"06/05/2018","06/08/2018",0.007,0.139,"free residential"
"1984",18149373,"QUEENS",11434,"06/06/2018","06/07/2018",0,0.071,"free residential"
"1985",18149751,"STATEN ISLAND",10304,"06/06/2018","06/07/2018",0.007,0.133,"free residential"
"1986",18149451,"BROOKLYN",11234,"06/06/2018","06/07/2018",0.005,0.133,"free residential"
"1987",18149512,"QUEENS",11691,"06/06/2018","06/07/2018",0,0.101,"free residential"
"1988",18149798,"QUEENS",11426,"06/06/2018","06/07/2018",0.003,0.072,"free residential"
"1989",18149648,"STATEN ISLAND",10306,"06/06/2018","06/07/2018",0,0.097,"free residential"
"1990",18149732,"STATEN ISLAND",10303,"06/06/2018","06/07/2018",0.001,0.043,"free residential"
"1991",18149535,"QUEENS",11385,"06/05/2018","06/07/2018",0,0.004,"free residential"
"1992",18149589,"BROOKLYN",11225,"06/06/2018","06/07/2018",0.004,0.203,"free residential"
"1993",18149417,"STATEN ISLAND",10306,"06/06/2018","06/07/2018",0,0.121,"free residential"
"1994",18149783,"QUEENS",11354,"06/06/2018","06/07/2018",0.003,0.07,"free residential"
"1995",18149885,"BROOKLYN",11228,"06/06/2018","06/07/2018",0.014,0.12,"free residential"
"1996",18149690,"QUEENS",11385,"06/05/2018","06/07/2018",0.005,0.201,"free residential"
"1997",18149768,"STATEN ISLAND",10314,"06/06/2018","06/07/2018",0,0.112,"free residential"
"1998",18149867,"QUEENS",11419,"06/05/2018","06/07/2018",0,0.133,"free residential"
"1999",18149876,"BROOKLYN",11212,"06/05/2018","06/07/2018",0.002,0.163,"free residential"
"2000",18149843,"QUEENS",11102,"06/06/2018","06/07/2018",0.012,0.071,"free residential"
"2001",18149748,"QUEENS",11432,"06/06/2018","06/07/2018",0.001,0.064,"free residential"
"2002",18149369,"QUEENS",11420,"06/06/2018","06/07/2018",0.003,0.133,"free residential"
"2003",18149864,"BROOKLYN",11210,"06/05/2018","06/07/2018",0.005,0.175,"free residential"
"2004",18149681,"QUEENS",11385,"06/06/2018","06/07/2018",0.001,0.131,"free residential"
"2005",18149409,"QUEENS",11432,"06/06/2018","06/07/2018",0,0.053,"free residential"
"2006",18149642,"QUEENS",11361,"06/06/2018","06/07/2018",0.002,0.034,"free residential"
"2007",18149637,"QUEENS",11361,"06/06/2018","06/06/2018",0.008,0.102,"free residential"
"2008",19160955,"QUEENS",11379,"06/09/2019","06/11/2019",0.006,0.059,"free residential"
"2009",19161209,"QUEENS",11426,"06/10/2019","06/11/2019",0,0.118,"free residential"
"2010",19161053,"QUEENS",11361,"06/10/2019","06/11/2019",0.002,0.03,"free residential"
"2011",19161016,"QUEENS",11357,"06/10/2019","06/11/2019",0.006,0.198,"free residential"
"2012",19160961,"QUEENS",11372,"06/08/2019","06/11/2019",0.009,0.094,"free residential"
"2013",19160908,"STATEN ISLAND",10314,"06/10/2019","06/11/2019",0,0.096,"free residential"
"2014",19160940,"BROOKLYN",11234,"06/08/2019","06/11/2019",0.005,0.123,"free residential"
"2015",19160901,"QUEENS",11360,"06/09/2019","06/11/2019",0,0.099,"free residential"
"2016",19160874,"QUEENS",11363,"06/10/2019","06/11/2019",0.006,0.042,"free residential"
"2017",19161128,"STATEN ISLAND",10308,"06/10/2019","06/11/2019",0,0.13,"free residential"
"2018",19161210,"QUEENS",11378,"06/09/2019","06/11/2019",0.005,0.116,"free residential"
"2019",19160745,"QUEENS",11377,"06/10/2019","06/11/2019",0.005,0.185,"free residential"
"2020",19160774,"STATEN ISLAND",10312,"06/08/2019","06/11/2019",0.005,0.177,"free residential"
"2021",19160761,"STATEN ISLAND",10307,"06/10/2019","06/11/2019",0,0.189,"free residential"
"2022",19160930,"STATEN ISLAND",10306,"06/10/2019","06/11/2019",0,0.217,"free residential"
"2023",19161109,"QUEENS",11414,"06/09/2019","06/11/2019",0,0.114,"free residential"
"2024",19160896,"BROOKLYN",11204,"06/09/2019","06/11/2019",0.004,0.121,"free residential"
"2025",19160893,"BROOKLYN",11229,"06/09/2019","06/11/2019",0.007,0.099,"free residential"
"2026",19160916,"QUEENS",11358,"06/09/2019","06/11/2019",0.002,0.181,"free residential"
"2027",19160724,"STATEN ISLAND",10309,"06/09/2019","06/11/2019",0,0.081,"free residential"
"2028",19160987,"STATEN ISLAND",10310,"06/10/2019","06/11/2019",0.004,0.073,"free residential"
"2029",19160999,"QUEENS",11361,"06/10/2019","06/11/2019",0.008,0.061,"free residential"
"2030",19160862,"STATEN ISLAND",10301,"06/10/2019","06/11/2019",0.005,0.145,"free residential"
"2031",19161002,"STATEN ISLAND",10303,"06/10/2019","06/11/2019",0,0.175,"free residential"
"2032",19160796,"BROOKLYN",11228,"06/10/2019","06/11/2019",0.018,0.136,"free residential"
"2033",19160811,"QUEENS",11428,"06/10/2019","06/11/2019",0.003,0.072,"free residential"
"2034",19160777,"STATEN ISLAND",10309,"06/09/2019","06/11/2019",0,0.144,"free residential"
"2035",19161174,"STATEN ISLAND",10309,"06/10/2019","06/11/2019",0,0.15,"free residential"
"2036",19160934,"QUEENS",11412,"06/09/2019","06/11/2019",0,0.102,"free residential"
"2037",19160894,"QUEENS",11432,"06/10/2019","06/11/2019",0,0.04,"free residential"
"2038",19160778,"STATEN ISLAND",10307,"06/09/2019","06/11/2019",0,0.027,"free residential"
"2039",19160938,"BROOKLYN",11224,"06/10/2019","06/11/2019",0,0.131,"free residential"
"2040",19160978,"STATEN ISLAND",10312,"06/09/2019","06/11/2019",0.002,0.19,"free residential"
"2041",19160768,"STATEN ISLAND",10314,"06/09/2019","06/11/2019",0,0.203,"free residential"
"2042",19160783,"BROOKLYN",11232,"06/10/2019","06/11/2019",0.005,0.089,"free residential"
"2043",19161155,"QUEENS",11385,"06/09/2019","06/11/2019",0.035,0.135,"free residential"
"2044",19160764,"STATEN ISLAND",10314,"06/10/2019","06/11/2019",0,0.125,"free residential"
"2045",19161040,"BROOKLYN",11234,"06/10/2019","06/11/2019",0.005,0.137,"free residential"
"2046",19160748,"QUEENS",11385,"06/09/2019","06/11/2019",0.003,0.147,"free residential"
"2047",19161194,"BROOKLYN",11228,"06/10/2019","06/11/2019",0.002,0.127,"free residential"
"2048",19161058,"STATEN ISLAND",10314,"06/09/2019","06/11/2019",0,0.198,"free residential"
"2049",19160743,"QUEENS",11102,"06/10/2019","06/11/2019",0.011,0.068,"free residential"
"2050",19160929,"STATEN ISLAND",10308,"06/09/2019","06/11/2019",0,0.137,"free residential"
"2051",19161114,"QUEENS",11358,"06/10/2019","06/11/2019",0,0.097,"free residential"
"2052",19161076,"BROOKLYN",11234,"06/09/2019","06/11/2019",0.006,0.071,"free residential"
"2053",19161089,"BROOKLYN",11234,"06/10/2019","06/11/2019",0,0.181,"free residential"
"2054",19160954,"BROOKLYN",11229,"06/10/2019","06/11/2019",0.009,0.101,"free residential"
"2055",19161049,"BROOKLYN",11234,"06/10/2019","06/11/2019",0.008,0.136,"free residential"
"2056",19160833,"BROOKLYN",11231,"06/10/2019","06/12/2019",0.002,0.052,"free residential"
"2057",19160852,"QUEENS",11375,"06/11/2019","06/12/2019",0.004,0.099,"free residential"
"2058",19160953,"QUEENS",11375,"06/09/2019","06/12/2019",0.002,0.217,"free residential"
"2059",19161121,"STATEN ISLAND",10306,"06/11/2019","06/12/2019",0.002,0.143,"free residential"
"2060",19160855,"QUEENS",11432,"06/09/2019","06/12/2019",0.004,0.237,"free residential"
"2061",19160711,"STATEN ISLAND",10314,"06/11/2019","06/12/2019",0.001,0.12,"free residential"
"2062",19160832,"STATEN ISLAND",10309,"06/08/2019","06/12/2019",0.016,0.324,"free residential"
"2063",19160980,"STATEN ISLAND",10312,"06/11/2019","06/12/2019",0,0.06,"free residential"
"2064",19160892,"BROOKLYN",11213,"06/11/2019","06/12/2019",0.008,0.147,"free residential"
"2065",19160869,"STATEN ISLAND",10304,"06/11/2019","06/12/2019",0.027,0.104,"free residential"
"2066",19160970,"STATEN ISLAND",10306,"06/09/2019","06/12/2019",0,0.127,"free residential"
"2067",19161084,"BROOKLYN",11212,"06/11/2019","06/12/2019",0.003,0.17,"free residential"
"2068",19160873,"QUEENS",11432,"06/10/2019","06/12/2019",0.002,0.074,"free residential"
"2069",19161122,"STATEN ISLAND",10305,"06/10/2019","06/12/2019",0,0.105,"free residential"
"2070",19161037,"BROOKLYN",11212,"06/10/2019","06/12/2019",0,0.128,"free residential"
"2071",19161008,"STATEN ISLAND",10310,"06/11/2019","06/12/2019",0.006,0.141,"free residential"
"2072",19160717,"STATEN ISLAND",10306,"06/10/2019","06/12/2019",0,0.112,"free residential"
"2073",19161061,"STATEN ISLAND",10306,"06/09/2019","06/12/2019",0,0.091,"free residential"
"2074",19161190,"BROOKLYN",11223,"06/11/2019","06/12/2019",0.014,0.087,"free residential"
"2075",19161172,"STATEN ISLAND",10306,"06/10/2019","06/12/2019",0,0.141,"free residential"
"2076",19161003,"BROOKLYN",11212,"06/08/2019","06/12/2019",0,0.132,"free residential"
"2077",19160994,"QUEENS",11103,"06/11/2019","06/12/2019",0.002,0.098,"free residential"
"2078",19161070,"STATEN ISLAND",10312,"06/09/2019","06/12/2019",0,0.092,"free residential"
"2079",19160830,"STATEN ISLAND",10309,"06/11/2019","06/12/2019",0,0.043,"free residential"
"2080",19160726,"BRONX",10463,"06/11/2019","06/12/2019",0.003,0.085,"free residential"
"2081",19160958,"QUEENS",11418,"06/11/2019","06/12/2019",0.002,0.235,"free residential"
"2082",19161215,"QUEENS",11423,"06/11/2019","06/12/2019",0.004,0.11,"free residential"
"2083",19161044,"QUEENS",11375,"06/10/2019","06/12/2019",0.007,0.072,"free residential"
"2084",19161161,"STATEN ISLAND",10303,"06/11/2019","06/12/2019",0,0.169,"free residential"
"2085",19161159,"STATEN ISLAND",10314,"06/08/2019","06/12/2019",0,0.016,"free residential"
"2086",19160751,"QUEENS",11354,"06/11/2019","06/12/2019",0.002,0.109,"free residential"
"2087",19160734,"BROOKLYN",11226,"06/11/2019","06/12/2019",0.004,0.183,"free residential"
"2088",19160926,"STATEN ISLAND",10309,"06/11/2019","06/12/2019",0,0.023,"free residential"
"2089",19160738,"BROOKLYN",11224,"06/10/2019","06/12/2019",0.001,0.151,"free residential"
"2090",19160820,"STATEN ISLAND",10314,"06/11/2019","06/12/2019",0,0.167,"free residential"
"2091",19161075,"STATEN ISLAND",10309,"06/11/2019","06/12/2019",0.003,0.146,"free residential"
"2092",19160752,"QUEENS",11358,"06/11/2019","06/12/2019",0.005,0.114,"free residential"
"2093",19160918,"STATEN ISLAND",10308,"06/10/2019","06/12/2019",0.001,0.131,"free residential"
"2094",19160995,"QUEENS",11377,"06/10/2019","06/12/2019",0.003,0.322,"free residential"
"2095",19160895,"BROOKLYN",11234,"06/10/2019","06/12/2019",0.01,0.026,"free residential"
"2096",19160822,"STATEN ISLAND",10308,"06/11/2019","06/12/2019",0.005,0.186,"free residential"
"2097",19160911,"STATEN ISLAND",10304,"06/12/2019","06/13/2019",0.001,0.171,"free residential"
"2098",19161224,"BROOKLYN",11214,"06/12/2019","06/13/2019",0.002,0.134,"free residential"
"2099",19160957,"QUEENS",11432,"06/12/2019","06/13/2019",0.006,0.198,"free residential"
"2100",19160762,"STATEN ISLAND",10314,"06/12/2019","06/13/2019",0,0.051,"free residential"
"2101",19161171,"STATEN ISLAND",10312,"06/12/2019","06/13/2019",0,0.08,"free residential"
"2102",19161045,"QUEENS",11378,"06/12/2019","06/13/2019",0.006,0.093,"free residential"
"2103",19161018,"STATEN ISLAND",10308,"06/11/2019","06/13/2019",0,0.156,"free residential"
"2104",19161181,"STATEN ISLAND",10309,"06/09/2019","06/13/2019",0.005,0.077,"free residential"
"2105",19161132,"STATEN ISLAND",10309,"06/11/2019","06/13/2019",0,0.099,"free residential"
"2106",19160880,"STATEN ISLAND",10312,"06/12/2019","06/13/2019",0,0.062,"free residential"
"2107",19161187,"BROOKLYN",11211,"06/12/2019","06/13/2019",0.006,0.113,"free residential"
"2108",19160998,"QUEENS",11358,"06/10/2019","06/13/2019",0.01,0.228,"free residential"
"2109",19160914,"STATEN ISLAND",10308,"06/09/2019","06/13/2019",0,0.068,"free residential"
"2110",19160812,"QUEENS",11432,"06/12/2019","06/13/2019",0.001,0.128,"free residential"
"2111",19161004,"STATEN ISLAND",10309,"06/12/2019","06/13/2019",0,0.061,"free residential"
"2112",19161028,"STATEN ISLAND",10312,"06/10/2019","06/13/2019",0.002,0.137,"free residential"
"2113",19161129,"STATEN ISLAND",10308,"06/11/2019","06/13/2019",0,0.123,"free residential"
"2114",19160827,"STATEN ISLAND",10309,"06/13/2019","06/13/2019",0,0.131,"free residential"
"2115",19160718,"STATEN ISLAND",10306,"06/12/2019","06/13/2019",0,0.088,"free residential"
"2116",19161011,"STATEN ISLAND",10306,"06/11/2019","06/13/2019",0,0.159,"free residential"
"2117",19160875,"STATEN ISLAND",10306,"06/10/2019","06/13/2019",0,0.128,"free residential"
"2118",19161193,"BROOKLYN",11215,"06/12/2019","06/13/2019",0.006,0.154,"free residential"
"2119",19161201,"QUEENS",11354,"06/12/2019","06/13/2019",0.011,0.099,"free residential"
"2120",19160746,"QUEENS",11378,"06/12/2019","06/13/2019",0.004,0.148,"free residential"
"2121",19161046,"QUEENS",11385,"06/11/2019","06/13/2019",0.005,0.052,"free residential"
"2122",19160853,"QUEENS",11375,"06/12/2019","06/13/2019",0.01,0.137,"free residential"
"2123",19161087,"BROOKLYN",11211,"06/12/2019","06/13/2019",0.002,0.179,"free residential"
"2124",19160731,"BROOKLYN",11215,"06/12/2019","06/13/2019",0.005,0.183,"free residential"
"2125",19160840,"BROOKLYN",11218,"06/09/2019","06/13/2019",0.015,0.101,"free residential"
"2126",19160935,"BROOKLYN",11224,"06/12/2019","06/13/2019",0,0.044,"free residential"
"2127",19161199,"QUEENS",11379,"06/09/2019","06/13/2019",0.002,0.046,"free residential"
"2128",19160884,"BROOKLYN",11218,"06/12/2019","06/13/2019",0.012,0.055,"free residential"
"2129",19160944,"QUEENS",11373,"06/09/2019","06/13/2019",0.059,0.362,"free residential"
"2130",19161182,"BRONX",10463,"06/11/2019","06/13/2019",0.002,0.039,"free residential"
"2131",19161001,"QUEENS",11419,"06/09/2019","06/13/2019",0,0.105,"free residential"
"2132",19161203,"QUEENS",11375,"06/12/2019","06/13/2019",0.004,0.133,"free residential"
"2133",19160904,"QUEENS",11415,"06/12/2019","06/13/2019",0,0.027,"free residential"
"2134",19161010,"STATEN ISLAND",10306,"06/10/2019","06/13/2019",0,0.124,"free residential"
"2135",19161066,"STATEN ISLAND",10305,"06/11/2019","06/13/2019",0.001,0.062,"free residential"
"2136",19161097,"QUEENS",11357,"06/11/2019","06/13/2019",0.006,0.126,"free residential"
"2137",19161078,"NEW YORK",10018,"06/14/2019","06/17/2019",0.005,0.141,"free residential"
"2138",19160919,"QUEENS",11432,"06/14/2019","06/17/2019",0,0.145,"free residential"
"2139",19160959,"QUEENS",11412,"06/13/2019","06/17/2019",0.004,0.225,"free residential"
"2140",19160786,"BROOKLYN",11226,"06/13/2019","06/17/2019",0.009,0.188,"free residential"
"2141",19160744,"QUEENS",11377,"06/13/2019","06/17/2019",0.003,0.099,"free residential"
"2142",19160921,"STATEN ISLAND",10308,"06/14/2019","06/17/2019",0.016,0.11,"free residential"
"2143",19161110,"BROOKLYN",11236,"06/14/2019","06/17/2019",0,0.139,"free residential"
"2144",19160879,"STATEN ISLAND",10312,"06/13/2019","06/17/2019",0.002,0.171,"free residential"
"2145",19161102,"QUEENS",11418,"06/14/2019","06/17/2019",0,0.008,"free residential"
"2146",19161188,"BROOKLYN",11224,"06/12/2019","06/17/2019",0.004,0.153,"free residential"
"2147",19160909,"QUEENS",11104,"06/11/2019","06/17/2019",0.008,0.136,"free residential"
"2148",19160882,"STATEN ISLAND",10312,"06/13/2019","06/17/2019",0.038,0.413,"free residential"
"2149",19160841,"BROOKLYN",11228,"06/13/2019","06/17/2019",0.003,0.241,"free residential"
"2150",19160826,"STATEN ISLAND",10309,"06/13/2019","06/17/2019",0.002,0.264,"free residential"
"2151",19160968,"STATEN ISLAND",10304,"06/14/2019","06/17/2019",0,0.094,"free residential"
"2152",19161175,"STATEN ISLAND",10309,"06/13/2019","06/17/2019",0.002,0.124,"free residential"
"2153",19161157,"BROOKLYN",11234,"06/14/2019","06/17/2019",0.014,0.144,"free residential"
"2154",19161068,"STATEN ISLAND",10305,"06/12/2019","06/17/2019",0.003,0.125,"free residential"
"2155",19161023,"QUEENS",11354,"06/11/2019","06/17/2019",0.004,0.148,"free residential"
"2156",19161081,"STATEN ISLAND",10306,"06/12/2019","06/17/2019",0,0.116,"free residential"
"2157",19160779,"BRONX",10470,"06/12/2019","06/17/2019",0.004,0.106,"free residential"
"2158",19160710,"STATEN ISLAND",10314,"06/13/2019","06/17/2019",0.001,0.149,"free residential"
"2159",19161065,"BROOKLYN",11209,"06/13/2019","06/17/2019",0,0.021,"free residential"
"2160",19160755,"QUEENS",11361,"06/13/2019","06/17/2019",0,0.153,"free residential"
"2161",19161067,"STATEN ISLAND",10306,"06/14/2019","06/17/2019",0,0.059,"free residential"
"2162",19160771,"STATEN ISLAND",10312,"06/13/2019","06/17/2019",0.002,0.158,"free residential"
"2163",19160836,"BROOKLYN",11215,"06/13/2019","06/17/2019",0.004,0.169,"free residential"
"2164",19160971,"STATEN ISLAND",10306,"06/13/2019","06/17/2019",0,0.125,"free residential"
"2165",19161163,"STATEN ISLAND",10305,"06/12/2019","06/17/2019",0,0.119,"free residential"
"2166",19161131,"STATEN ISLAND",10312,"06/13/2019","06/17/2019",0,0.168,"free residential"
"2167",19161098,"QUEENS",11358,"06/13/2019","06/17/2019",0.006,0.184,"free residential"
"2168",19161020,"STATEN ISLAND",10308,"06/12/2019","06/17/2019",0,0.084,"free residential"
"2169",19160716,"STATEN ISLAND",10305,"06/13/2019","06/17/2019",0.006,0.02,"free residential"
"2170",19160979,"STATEN ISLAND",10309,"06/14/2019","06/17/2019",0.002,0.117,"free residential"
"2171",19160897,"BROOKLYN",11223,"06/13/2019","06/17/2019",0.003,0.076,"free residential"
"2172",19161051,"QUEENS",11105,"06/14/2019","06/17/2019",0.007,0.088,"free residential"
"2173",19161056,"BROOKLYN",11204,"06/14/2019","06/17/2019",0,0.193,"free residential"
"2174",19161106,"QUEENS",11374,"06/13/2019","06/17/2019",0.006,0.109,"free residential"
"2175",19161211,"QUEENS",11691,"06/13/2019","06/17/2019",0,0.121,"free residential"
